Virtual_Realm,Operator,DSC_Peer,Hostname,SCTP_IP,Pingable,WorkMode,Customer_Contact
,Bharti Airtel India,Airtel-TN-MME2,airteltnsgsn02.epc.mnc094.mcc404.3gppnetwork.org,"223.224.118.59,223.224.118.61",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-TN-MME3,airteltnsgsn03.epc.mnc094.mcc404.3gppnetwork.org,"223.224.118.55,223.224.118.57",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-TNS-MME,mmec01.mmegi8201.mme.epc.mnc094.mcc404.3gppnetwork.org,"223.224.118.73,223.224.118.75",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
epc.mnc010.mcc404.3gppnetwork.org,Bharti Airtel India,Airtel-UPE-HSS1,hssupe201.epc.mnc010.mcc404.3gppnetwork.org,"223.224.96.216,223.224.96.218",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
epc.mnc010.mcc404.3gppnetwork.org,Bharti Airtel India,Airtel-UPE-HSS2,hssupe202.epc.mnc010.mcc404.3gppnetwork.org,"223.224.96.217,223.224.96.219",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
epc.mnc010.mcc404.3gppnetwork.org,Bharti Airtel India,Airtel-UPW-HSS1,hssupw301.epc.mnc010.mcc404.3gppnetwork.org,"223.224.96.220,223.224.96.222",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
epc.mnc010.mcc404.3gppnetwork.org,Bharti Airtel India,Airtel-UPW-HSS2,hssupw302.epc.mnc010.mcc404.3gppnetwork.org,"223.224.96.221,223.224.96.223",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
epc.mnc049.mcc404.3gppnetwork.org,Bharti Airtel India,Airtel-vijayawda-HSS,apslf02.epc.mnc049.mcc404.3gppnetwork.org,"223.224.66.228,223.224.66.229",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
airtel-west-hss-realm,Bharti Airtel India,Airtel-West-HSS1,hssguj301.epc.mnc092.mcc404.3gppnetwork.org,"223.224.117.104,223.224.117.105",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
airtel-west-hss-realm,Bharti Airtel India,Airtel-West-HSS2,hssguj302.epc.mnc092.mcc404.3gppnetwork.org,"223.224.117.106,223.224.117.107",,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
airtel-west-hss-realm,Bharti Airtel India,Airtel-West-HSS3,hssmpc101.epc.mnc092.mcc404.3gppnetwork.org,"223.224.117.108,223.224.117.109",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
airtel-west-hss-realm,Bharti Airtel India,Airtel-West-HSS4,hssmpc102.epc.mnc092.mcc404.3gppnetwork.org,"223.224.117.110,223.224.117.111",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
airtel-west-hss-realm,Bharti Airtel India,Airtel-West-HSS5,hssmum201.epc.mnc092.mcc404.3gppnetwork.org,"223.224.117.112,223.224.117.113",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
airtel-west-hss-realm,Bharti Airtel India,Airtel-West-HSS6,hssmum202.epc.mnc092.mcc404.3gppnetwork.org,"223.224.117.114,223.224.117.115",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_Assam_MME1,asghsgsn01.epc.mnc056.mcc405.3gppnetwork.org,"223.224.145.29,223.224.145.30",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_Assam_MME2,asghsgsn02.epc.mnc056.mcc405.3gppnetwork.org,"223.224.145.36,223.224.145.37",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_Assam_MME3,mmec10.mmegi8002.epc.mnc056.mcc405.3gppnetwork.org,"223.224.115.50,223.224.115.58",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_BIHAR_MME1,mmec50.mmegi9c4b.mme.epc.mnc052.mcc405.3gppnetwork.org,"223.224.160.49,223.224.160.50",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_BIHAR_MME2,mmec58.mmegi9c4b.mme.epc.mnc052.mcc405.3gppnetwork.org,"223.224.160.51,223.224.160.52",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_HR_MME,mmec0b.mmegi8011.mme.epc.mnc096.mcc404.3gppnetwork.org,"223.224.166.228,223.224.166.229",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_NE_MME1,nemmec10.mmegi32770.mme.epc.mnc016.mcc404.3gppnetwork.org,"223.224.124.50,223.224.124.54",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_NE_MME2_1,0001-diamproxy.nemmec150.mmegi40090.mme.epc.mnc016.mcc404.3gppnetwork.org,"223.224.115.181,223.224.115.182",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_NE_MME2_2,0002-diamproxy.nemmec150.mmegi40090.mme.epc.mnc016.mcc404.3gppnetwork.org,"223.224.115.181,223.224.115.182",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_NE_MME2_3,0003-diamproxy.nemmec150.mmegi40090.mme.epc.mnc016.mcc404.3gppnetwork.org,"223.224.115.181,223.224.115.182",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_NE_MME2_4,0004-diamproxy.nemmec150.mmegi40090.mme.epc.mnc016.mcc404.3gppnetwork.org,"223.224.115.181,223.224.115.182",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_NE_MME3_1,0001-diamproxy.nemmec160.mmegi40090.mme.epc.mnc016.mcc404.3gppnetwork.org,"223.224.115.188,223.224.115.189",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_NE_MME3_2,0002-diamproxy.nemmec160.mmegi40090.mme.epc.mnc016.mcc404.3gppnetwork.org,"223.224.115.188,223.224.115.189",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_NE_MME3_3,0003-diamproxy.nemmec160.mmegi40090.mme.epc.mnc016.mcc404.3gppnetwork.org,"223.224.115.188,223.224.115.189",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_NE_MME3_4,0004-diamproxy.nemmec160.mmegi40090.mme.epc.mnc016.mcc404.3gppnetwork.org,"223.224.115.188,223.224.115.189",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_NE_MME3_5,0005-diamproxy.nemmec160.mmegi40090.mme.epc.mnc016.mcc404.3gppnetwork.org,"223.224.115.188,223.224.115.189",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_Vijayawada_APSGSN5,mmec78.mmegi9001.mme.epc.mnc049.mcc404.3gppnetwork.org,"223.224.160.169,223.224.160.170",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel_Whitefiled_KKSGSN5,mmecf8.mmegi9002.mme.epc.mnc045.mcc404.3gppnetwork.org,"223.224.161.185,223.224.161.186",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
epc.mnc003.mcc276.3gppnetwork.org,Albtelecom,AlbTelecom_HSS,hss.albtelecom.com,"217.24.242.180,217.24.242.188",YES,Active,Daniela.Goce@albtelecom.al;Manjola.Papadhima@albtelecom.al;Ariel.Haxhiu@albtelecom.al;IREG@eaglemobile.al
